"﻿"""," الكاتب""",-1,NOT FOUND in master list
بالغلط و,-1,NOT FOUND in master list
بالملل,-1,NOT FOUND in master list
بايخ,-1,NOT FOUND in master list
بتوجع,1,NOT FOUND in master list
بحب,1,NOT FOUND in master list
بخرافات البروفسور,-1,NOT FOUND in master list
بخيبة,-1,NOT FOUND in master list
بداية موفقة,1,NOT FOUND in master list
بدقة,1,NOT FOUND in master list
بدون محتوى,-1,NOT FOUND in master list
بديع,1,NOT FOUND in master list
بديعه !,1,NOT FOUND in master list
بساطة,1,NOT FOUND in master list
بسيط و,1,NOT FOUND in master list
بسيطه ومفيده,1,NOT FOUND in master list
بشع,-1,NOT FOUND in master list
بشعة,-1,NOT FOUND in master list
بشعة هي,-1,NOT FOUND in master list
بضين,-1,NOT FOUND in master list
بضين,-1,NOT FOUND in master list
بطيخ,-1,NOT FOUND in master list
بعثرتني,-1,NOT FOUND in master list
بعضها لذيذه,1,NOT FOUND in master list
بكاني,1,NOT FOUND in master list
بكتني .,1,NOT FOUND in master list
بلا معنى,-1,NOT FOUND in master list
بمراحل,-1,NOT FOUND in master list
بملل,-1,NOT FOUND in master list
بنجمتين,-1,NOT FOUND in master list
بهجة,1,NOT FOUND in master list
بوظت,-1,NOT FOUND in master list
بيبي .,-1,NOT FOUND in master list
بييض,-1,NOT FOUND in master list
تافه,-1,NOT FOUND in master list
تافهة,-1,NOT FOUND in master list
تافهه,-1,NOT FOUND in master list
تتوصفش,1,NOT FOUND in master list
تتوصفش !,1,NOT FOUND in master list
تجنن,1,NOT FOUND in master list
تحفة,1,NOT FOUND in master list
تحففة,1,NOT FOUND in master list
تحففه,1,NOT FOUND in master list
تحفه,1,NOT FOUND in master list
تركه,1,NOT FOUND in master list
تستحق,1,NOT FOUND in master list
تستحق,1,NOT FOUND in master list
تشاؤم ما,-1,NOT FOUND in master list
تشويقا,1,NOT FOUND in master list
تصالح,1,NOT FOUND in master list
تضحك,1,NOT FOUND in master list
تضيع,-1,NOT FOUND in master list
تضييع,-1,NOT FOUND in master list
تعبانة,-1,NOT FOUND in master list
تعجبني النهاية,1,NOT FOUND in master list
تفاهة,-1,NOT FOUND in master list
تفتح النفس,1,NOT FOUND in master list
تفتقر,-1,NOT FOUND in master list
تقتنع,1,NOT FOUND in master list
تقل,1,NOT FOUND in master list
تقليدي,-1,NOT FOUND in master list
تقيلة,-1,NOT FOUND in master list
تكرار,-1,NOT FOUND in master list
تكن قطع,-1,NOT FOUND in master list
تهت,-1,NOT FOUND in master list
توحفه,1,NOT FOUND in master list
توصف بكلمات,1,NOT FOUND in master list
توقعتها,-1,NOT FOUND in master list
ثقالة,-1,NOT FOUND in master list
ثقالة دم,-1,NOT FOUND in master list
جاحدة,1,NOT FOUND in master list
جامدة,1,NOT FOUND in master list
جبارة,1,NOT FOUND in master list
جد نافع,1,NOT FOUND in master list
جدير,1,NOT FOUND in master list
جديرة,1,NOT FOUND in master list
جذبتني كثيرا,1,NOT FOUND in master list
جمال,1,NOT FOUND in master list
جميل,1,NOT FOUND in master list
جميل الكتاب,1,NOT FOUND in master list
جميل جدا,1,NOT FOUND in master list
جميل لكن,-1,NOT FOUND in master list
جميل و,1,NOT FOUND in master list
جميلا,1,NOT FOUND in master list
جميلة,1,NOT FOUND in master list
جميلة جدا,1,NOT FOUND in master list
جميلة هذه,1,NOT FOUND in master list
جميلة ولكن,1,NOT FOUND in master list
جميله,1,NOT FOUND in master list
جمييل,1,NOT FOUND in master list
جمييلة,1,NOT FOUND in master list
جميييلة,1,NOT FOUND in master list
جنس,-1,NOT FOUND in master list
جنسية,-1,NOT FOUND in master list
جو كئيب,-1,NOT FOUND in master list
جيد الكتاب,1,NOT FOUND in master list
جيد جدا,1,NOT FOUND in master list
جيدة جدا,1,NOT FOUND in master list
جيده,1,NOT FOUND in master list
جييد,1,NOT FOUND in master list
جييد لانه,1,NOT FOUND in master list
حاجات كتير,1,NOT FOUND in master list
حاجة حلوة,1,NOT FOUND in master list
حاجة غلط,-1,NOT FOUND in master list
حببت الرواية,1,NOT FOUND in master list
حببته,1,NOT FOUND in master list
حببتها,1,NOT FOUND in master list
حبيبى !,1,NOT FOUND in master list
حبيت,1,NOT FOUND in master list
حبيته,1,NOT FOUND in master list
حبيتها,1,NOT FOUND in master list
حبييت,1,NOT FOUND in master list
حشو,-1,NOT FOUND in master list
حقير,-1,NOT FOUND in master list
حلو,1,NOT FOUND in master list
حلوه,1,NOT FOUND in master list
حلوو,1,NOT FOUND in master list
حلى,1,NOT FOUND in master list
حياتى كسمين,-1,NOT FOUND in master list
حين,1,NOT FOUND in master list
خاب,-1,NOT FOUND in master list
خرا,-1,NOT FOUND in master list
خرا,-1,NOT FOUND in master list
خرة زى,-1,NOT FOUND in master list
خرى !,-1,NOT FOUND in master list
خسارة,-1,NOT FOUND in master list
خساره الوقت,-1,NOT FOUND in master list
خفيف لطيف,1,NOT FOUND in master list
خفيف و,1,NOT FOUND in master list
خفيف ولطيف,1,NOT FOUND in master list
خفيف ومش,1,NOT FOUND in master list
خفيفة,1,NOT FOUND in master list
خفيفة وابهرتنى,1,NOT FOUND in master list
خلصت ?,-1,NOT FOUND in master list
خلصتها للأخر,1,NOT FOUND in master list
خلطبيطة,-1,NOT FOUND in master list
خيالي !,1,NOT FOUND in master list
خيب,-1,NOT FOUND in master list
خيبة,-1,NOT FOUND in master list
خيبة أمل,-1,NOT FOUND in master list
خيبت,-1,NOT FOUND in master list
دائما,1,NOT FOUND in master list
دةرااائع,1,NOT FOUND in master list
دراية قوية,1,NOT FOUND in master list
دمااغ,1,NOT FOUND in master list
دمه خفيف,1,NOT FOUND in master list
دمها خفيف,1,NOT FOUND in master list
ده خضني,-1,NOT FOUND in master list
دوشة فكرية,-1,NOT FOUND in master list
ذهلة,1,NOT FOUND in master list
رائئئع,1,NOT FOUND in master list
رائع,1,NOT FOUND in master list
رائعة,1,NOT FOUND in master list
رائعه,1,NOT FOUND in master list
رائغة,1,NOT FOUND in master list
راائع,1,NOT FOUND in master list
راائعة,1,NOT FOUND in master list
راائعه,1,NOT FOUND in master list
رااائع,1,NOT FOUND in master list
رااائعه,1,NOT FOUND in master list
راايق,1,NOT FOUND in master list
راغى,-1,NOT FOUND in master list
راقت لي,1,NOT FOUND in master list
راقية,1,NOT FOUND in master list
رحمة الله,1,NOT FOUND in master list
رخمااه,-1,NOT FOUND in master list
رخيصة,-1,NOT FOUND in master list
رديئة,-1,NOT FOUND in master list
ررائع,1,NOT FOUND in master list
رغم روعتهاا,1,NOT FOUND in master list
رغي,-1,NOT FOUND in master list
رفيق النوم,1,NOT FOUND in master list
رقيق,1,NOT FOUND in master list
رقيقة,1,NOT FOUND in master list
ركيك,-1,NOT FOUND in master list
ركيكة,-1,NOT FOUND in master list
رهيب,1,NOT FOUND in master list
رهيبة,1,NOT FOUND in master list
رهيبه,1,NOT FOUND in master list
رواية,1,NOT FOUND in master list
رواية تستحق,1,NOT FOUND in master list
رواية جميلة,1,NOT FOUND in master list
رواية جيدة,1,NOT FOUND in master list
رواية خايبة,-1,NOT FOUND in master list
رواية رائعة,1,NOT FOUND in master list
رواية كئيبة,-1,NOT FOUND in master list
رواية محبطة,-1,NOT FOUND in master list
رواية مشوقة,1,NOT FOUND in master list
رواية ممتعة,1,NOT FOUND in master list
رواية مملة,-1,NOT FOUND in master list
روايةرائعة,1,NOT FOUND in master list
روعة,1,NOT FOUND in master list
روعتها,1,NOT FOUND in master list
روعتهاا,1,NOT FOUND in master list
روعه,1,NOT FOUND in master list
روعه,1,NOT FOUND in master list
رووعة,1,NOT FOUND in master list
روووعه,1,NOT FOUND in master list
زبالة,-1,NOT FOUND in master list
زباله,-1,NOT FOUND in master list
زفت,-1,NOT FOUND in master list
زهقت,-1,NOT FOUND in master list
زيادة عن اللزوم,-1,NOT FOUND in master list
سئ,-1,NOT FOUND in master list
سابق لعصره,1,NOT FOUND in master list
ساحرة,1,NOT FOUND in master list
ساخرة ومميزة,1,NOT FOUND in master list
ساذج,-1,NOT FOUND in master list
ساذجة,-1,NOT FOUND in master list
ستمتعت,1,NOT FOUND in master list
سخف,-1,NOT FOUND in master list
سخيف,-1,NOT FOUND in master list
سخيفة,-1,NOT FOUND in master list
سخييف,-1,NOT FOUND in master list
سد نفسي,-1,NOT FOUND in master list
سطحي,-1,NOT FOUND in master list
سطحية,-1,NOT FOUND in master list
سطحيه,-1,NOT FOUND in master list
سعيدة,1,NOT FOUND in master list
سف,-1,NOT FOUND in master list
سفسطة,-1,NOT FOUND in master list
سلبية,-1,NOT FOUND in master list
سلة المهملات,-1,NOT FOUND in master list
سلوبه قوى,1,NOT FOUND in master list
سمعت,-1,NOT FOUND in master list
سهل,1,NOT FOUND in master list
سهلة,1,NOT FOUND in master list
سوء,-1,NOT FOUND in master list
سوء,-1,NOT FOUND in master list
سوداء اللهم,-1,NOT FOUND in master list
سوداوية,-1,NOT FOUND in master list
سورى,-1,NOT FOUND in master list
سىء,-1,NOT FOUND in master list
سيء,-1,NOT FOUND in master list
سيئ,-1,NOT FOUND in master list
سيئا,-1,NOT FOUND in master list
سيئة,-1,NOT FOUND in master list
سيئه,-1,NOT FOUND in master list
سيرة حلوة,1,NOT FOUND in master list
سييئة,-1,NOT FOUND in master list
سييئة للغاية,-1,NOT FOUND in master list
شاعر الصعاليك,-1,NOT FOUND in master list
شغااال,1,NOT FOUND in master list
شكر,1,NOT FOUND in master list
شكرا,1,NOT FOUND in master list
شكلها باظت,-1,NOT FOUND in master list
شيء جمل,1,NOT FOUND in master list
شيق,1,NOT FOUND in master list
شيقة,1,NOT FOUND in master list
صادقة,1,NOT FOUND in master list
صجه اكبر,-1,NOT FOUND in master list
صدقت,1,NOT FOUND in master list
صدمت,-1,NOT FOUND in master list
صدمتي,-1,NOT FOUND in master list
صفر,-1,NOT FOUND in master list
صيت اكثر,-1,NOT FOUND in master list
ضايقتني,-1,NOT FOUND in master list
ضجة,-1,NOT FOUND in master list
ضجه,-1,NOT FOUND in master list
ضحك,1,NOT FOUND in master list
ضحية,-1,NOT FOUND in master list
ضعف,-1,NOT FOUND in master list
ضعيف,-1,NOT FOUND in master list
ضعيفة,-1,NOT FOUND in master list
ضيع,-1,NOT FOUND in master list
ضيعت وقتي,-1,NOT FOUND in master list
طفشتني,-1,NOT FOUND in master list
طلاسم,-1,NOT FOUND in master list
طلاسم .,-1,NOT FOUND in master list
طويلة جدا,-1,NOT FOUND in master list
ظريف معقول,1,NOT FOUND in master list
عاادي,-1,NOT FOUND in master list
عاجبنى,1,NOT FOUND in master list
عادي,-1,NOT FOUND in master list
عادي جدا,-1,NOT FOUND in master list
عادية,-1,NOT FOUND in master list
عادية جدا,-1,NOT FOUND in master list
عاديه,-1,NOT FOUND in master list
عاديه جدا,-1,NOT FOUND in master list
عالميه,1,NOT FOUND in master list
عبقرى,1,NOT FOUND in master list
عبقري,1,NOT FOUND in master list
عبقرية,1,NOT FOUND in master list
عبقريه,1,NOT FOUND in master list
عبيط,-1,NOT FOUND in master list
عجبتني,1,NOT FOUND in master list
عجبتني جدا,1,NOT FOUND in master list
عجبنى اوى,1,NOT FOUND in master list
عجبني,1,NOT FOUND in master list
عجبني الكتاب,1,NOT FOUND in master list
عجبني جدا,1,NOT FOUND in master list
عجبني كثيرا,1,NOT FOUND in master list
عجبى,1,NOT FOUND in master list
عجبي,1,NOT FOUND in master list
عشق,1,NOT FOUND in master list
عشقت,1,NOT FOUND in master list
عشقتها,1,NOT FOUND in master list
عظيم,1,NOT FOUND in master list
عظيمة,1,NOT FOUND in master list
عظيمم,1,NOT FOUND in master list
عمارة مر,-1,NOT FOUND in master list
عميق,1,NOT FOUND in master list
عميقة,1,NOT FOUND in master list
عمييق,1,NOT FOUND in master list
عودة,1,NOT FOUND in master list
عودة الغائب,1,NOT FOUND in master list
غبي,-1,NOT FOUND in master list
غلطان انى,-1,NOT FOUND in master list
غلطة,-1,NOT FOUND in master list
غلطة عمري,-1,NOT FOUND in master list
غني,1,NOT FOUND in master list
غير حياتى,1,NOT FOUND in master list
غير عادية,1,NOT FOUND in master list
غير مترابطة,-1,NOT FOUND in master list
غير متوقعة,1,NOT FOUND in master list
غير متوقعه,1,NOT FOUND in master list
غير مفيد,-1,NOT FOUND in master list
غير مقنع,-1,NOT FOUND in master list
غير مملة,1,NOT FOUND in master list
غير منطقية,-1,NOT FOUND in master list
غير موفقة,-1,NOT FOUND in master list
فادني,1,NOT FOUND in master list
فاشل,-1,NOT FOUND in master list
فاشلة,-1,NOT FOUND in master list
فاضى,-1,NOT FOUND in master list
فاكس,-1,NOT FOUND in master list
فتنة سوداء,-1,NOT FOUND in master list
فج,-1,NOT FOUND in master list
فريدة,1,NOT FOUND in master list
فريده,1,NOT FOUND in master list
فشل,-1,NOT FOUND in master list
فضل كتاب,1,NOT FOUND in master list
فعلا ندماان,-1,NOT FOUND in master list
فقيع,-1,NOT FOUND in master list
فكرته حلوة,1,NOT FOUND in master list
فنان,1,NOT FOUND in master list
في البؤس,-1,NOT FOUND in master list
في السذاجة,-1,NOT FOUND in master list
فيه تكرار,-1,NOT FOUND in master list
فيها فكرة,1,NOT FOUND in master list
قاسى جداا,-1,NOT FOUND in master list
قاسية,1,NOT FOUND in master list
قتلت القصة,-1,NOT FOUND in master list
قد لاتستحق,-1,NOT FOUND in master list
قدراتى العقليه,-1,NOT FOUND in master list
قرارية,-1,NOT FOUND in master list
قصة جميلة,1,NOT FOUND in master list
قصص اعجبتني,1,NOT FOUND in master list
قصص خفيفة,1,NOT FOUND in master list
قلبي,1,NOT FOUND in master list
قلشت منك,-1,NOT FOUND in master list
قليل المعلومات,-1,NOT FOUND in master list
قمة,1,NOT FOUND in master list
قيم,1,NOT FOUND in master list
قيم,1,NOT FOUND in master list
قيمة,-1,NOT FOUND in master list
كئيب,-1,NOT FOUND in master list
كئيب جدا,-1,NOT FOUND in master list
كئيبة,-1,NOT FOUND in master list
كئيبة جدا,-1,NOT FOUND in master list
كئيبة وسلبية,-1,NOT FOUND in master list
كئيبه,-1,NOT FOUND in master list
كاتب,-1,NOT FOUND in master list
كامل 10/10,1,NOT FOUND in master list
كان جميلا,1,NOT FOUND in master list
كان يجدر,-1,NOT FOUND in master list
كانت محتاجة,-1,NOT FOUND in master list
كبيرة بمحتواها,1,NOT FOUND in master list
كتااب,1,NOT FOUND in master list
كتاب باائس,-1,NOT FOUND in master list
كتاب بضين,-1,NOT FOUND in master list
كتاب جيد,1,NOT FOUND in master list
كتاب جييد,1,NOT FOUND in master list
كتاب حلو,1,NOT FOUND in master list
كتاب خرة,-1,NOT FOUND in master list
كتاب رائع,1,NOT FOUND in master list
كتاب فقيع,-1,NOT FOUND in master list
كتاب قيم,1,NOT FOUND in master list
كتاب متطرف,-1,NOT FOUND in master list
كتاب ممتع,1,NOT FOUND in master list
كتاب ممل,-1,NOT FOUND in master list
كتاب يستحق,1,NOT FOUND in master list
كتابي,1,NOT FOUND in master list
كتير جدا,-1,NOT FOUND in master list
كره,-1,NOT FOUND in master list
كرهت,-1,NOT FOUND in master list
كرهتها,-1,NOT FOUND in master list
كسمين سابق,-1,NOT FOUND in master list
كلمات جميلة,1,NOT FOUND in master list
كويس,1,NOT FOUND in master list
كويسة,1,NOT FOUND in master list
لأسف,-1,NOT FOUND in master list
لا أحب,-1,NOT FOUND in master list
لا أحبه,-1,NOT FOUND in master list
لا أكثر,-1,NOT FOUND in master list
لا انصح,-1,NOT FOUND in master list
لا انكر,-1,NOT FOUND in master list
لا ترقى,-1,NOT FOUND in master list
لا تستحق,-1,NOT FOUND in master list
لا تليق,-1,NOT FOUND in master list
لا جديد,-1,NOT FOUND in master list
لا داعي,-1,NOT FOUND in master list
لا شئ,-1,NOT FOUND in master list
لا فهم,-1,NOT FOUND in master list
لا نصح,-1,NOT FOUND in master list
لا يستحق,-1,NOT FOUND in master list
لا يمل,1,NOT FOUND in master list
لا يوصف,1,NOT FOUND in master list
لاتستحق,-1,NOT FOUND in master list
لاتستحق عناء,-1,NOT FOUND in master list
لاجديد,-1,NOT FOUND in master list
لبست عميقة,-1,NOT FOUND in master list
لجمالية لغتها,1,NOT FOUND in master list
لدرجة الصعوبة,-1,NOT FOUND in master list
لذيذ,1,NOT FOUND in master list
لطالما,1,NOT FOUND in master list
لطيف,1,NOT FOUND in master list
لطيف جدا,1,NOT FOUND in master list
لطيفة,1,NOT FOUND in master list
لغة شعرية,1,NOT FOUND in master list
لغة قمة,1,NOT FOUND in master list
لكنه مقبول,1,NOT FOUND in master list
لكنها كئيبة,-1,NOT FOUND in master list
للابداع,1,NOT FOUND in master list
للاسف,-1,NOT FOUND in master list
للامال,-1,NOT FOUND in master list
للحب,1,NOT FOUND in master list
للقبح,-1,NOT FOUND in master list
للمبتدئين,-1,NOT FOUND in master list
للمراهقين,-1,NOT FOUND in master list
لم أكملها,-1,NOT FOUND in master list
لم احب,-1,NOT FOUND in master list
لم ارتاح,-1,NOT FOUND in master list
لم استطع اكمالها,-1,NOT FOUND in master list
لم استمتع,-1,NOT FOUND in master list
لم استمتع,-1,NOT FOUND in master list
لم افهم,-1,NOT FOUND in master list
لم ترق,-1,NOT FOUND in master list
لم تعجبنى,-1,NOT FOUND in master list
لم تعجبني,-1,NOT FOUND in master list
لم حبها,-1,NOT FOUND in master list
لم نفترق,1,NOT FOUND in master list
لم يجذبني,-1,NOT FOUND in master list
لم يرق,-1,NOT FOUND in master list
لم يعجبنى,-1,NOT FOUND in master list
لم يعجبني,-1,NOT FOUND in master list
ليس اكثر,-1,NOT FOUND in master list
ليست بالروعة,-1,NOT FOUND in master list
ليست بقدر,-1,NOT FOUND in master list
مؤثر,1,NOT FOUND in master list
مؤثرة,1,NOT FOUND in master list
ما استمتعتش,-1,NOT FOUND in master list
ما انصح,-1,NOT FOUND in master list
ما تتوصفش,1,NOT FOUND in master list
ما حبيتها,-1,NOT FOUND in master list
ما عجبتني,-1,NOT FOUND in master list
ما عجبني,-1,NOT FOUND in master list
ما كلمتهاش,-1,NOT FOUND in master list
ماتحمست,-1,NOT FOUND in master list
ماتحمست معها,-1,NOT FOUND in master list
ماحب,-1,NOT FOUND in master list
ماحبيت,-1,NOT FOUND in master list
ماحبيته,-1,NOT FOUND in master list
ماحبيتها,-1,NOT FOUND in master list
ماحبيتها وكفى,-1,NOT FOUND in master list
ماساه,-1,NOT FOUND in master list
ماعجبتنيش,-1,NOT FOUND in master list
ماعجبني,-1,NOT FOUND in master list
ماعجبنيش,-1,NOT FOUND in master list
ماكان ممتع,-1,NOT FOUND in master list
مايفوق,-1,NOT FOUND in master list
مبالغة,-1,NOT FOUND in master list
مبتدئين,-1,NOT FOUND in master list
مبتذل,-1,NOT FOUND in master list
مبتذلة,-1,NOT FOUND in master list
مبحبش,-1,NOT FOUND in master list
مبدع,1,NOT FOUND in master list
مبدعة,1,NOT FOUND in master list
مبسط,1,NOT FOUND in master list
مبهر,1,NOT FOUND in master list
متدني,-1,NOT FOUND in master list
متع,1,NOT FOUND in master list
متعبة,-1,NOT FOUND in master list
متعبة جدا,-1,NOT FOUND in master list
متعة,1,NOT FOUND in master list
متكررة,-1,NOT FOUND in master list
متواضعة,-1,NOT FOUND in master list
متوسطة,-1,NOT FOUND in master list
متوقعة واعتيادية,-1,NOT FOUND in master list
مثيرة,1,NOT FOUND in master list
محبتش,-1,NOT FOUND in master list
محبتهاش,-1,NOT FOUND in master list
محبتهوش,-1,NOT FOUND in master list
محبتوش,-1,NOT FOUND in master list
محبط,-1,NOT FOUND in master list
محتوى,-1,NOT FOUND in master list
محشو,-1,NOT FOUND in master list
محفز,1,NOT FOUND in master list
مختصره جدا,-1,NOT FOUND in master list
مختلفة,1,NOT FOUND in master list
مخيب,-1,NOT FOUND in master list
مدهشة,1,NOT FOUND in master list
مذهل,1,NOT FOUND in master list
مذهلة,1,NOT FOUND in master list
مذهلة لكن,1,NOT FOUND in master list
مذهله,1,NOT FOUND in master list
مرجعية جيدة,1,NOT FOUND in master list
مزودها شوية,-1,NOT FOUND in master list
مستظرف,-1,NOT FOUND in master list
مستظرف عالاخر,-1,NOT FOUND in master list
مستفدتش,-1,NOT FOUND in master list
مستفز,-1,NOT FOUND in master list
مستفزة,-1,NOT FOUND in master list
مستمتعتش,-1,NOT FOUND in master list
مستهلكة,-1,NOT FOUND in master list
مسخرة,1,NOT FOUND in master list
مسلي ),1,NOT FOUND in master list
